Timestamp,Speed,X,Y,Z
0 days 00:00:09.535000,34.90909090909091,-5629.0,-1661.0,189.0
0 days 00:00:09.719000,34.44444444444444,-5629.650454357881,-1585.5314019755888,191.41547184579434
0 days 00:00:09.955000,33.297222222222224,-5622.0,-1515.0,194.0
0 days 00:00:10.119000,32.5,-5617.52147310528,-1485.9242240341866,194.9230655534605
0 days 00:00:10.295000,31.8015873015873,-5610.0,-1453.0,196.0
0 days 00:00:10.399000,31.38888888888889,-5602.400200173376,-1422.4397101574718,197.1357466421709
0 days 00:00:10.475000,31.177777777777777,-5596.0,-1399.0,198.0
0 days 00:00:10.599000,30.833333333333332,-5584.914365868375,-1364.509505568081,199.19152319436398
0 days 00:00:10.795000,30.322916666666664,-5561.0,-1309.0,201.0
0 days 00:00:10.919000,30.0,-5537.610795451083,-1263.9785642535046,202.51963703344674
0 days 00:00:11.036000,29.322917037037037,-5513.0,-1222.0,204.0
0 days 00:00:11.159000,28.61111111111111,-5487.86753821314,-1186.0932204294659,205.37608263906847
0 days 00:00:11.336000,28.084325587301585,-5455.0,-1147.0,207.0
0 days 00:00:11.439000,27.77777777777778,-5439.080922847808,-1129.4863692843812,207.7283283298508
0 days 00:00:11.639000,27.22222222222222,-5414.220823648666,-1105.6407998914951,208.68421405221275
0 days 00:00:11.836000,26.675000177777775,-5383.0,-1081.0,209.0
0 days 00:00:12.036000,26.119444622222222,-5341.0,-1051.0,209.0
0 days 00:00:12.039000,26.11111111111111,-5340.383796831222,-1050.5871093255676,209.0101026764056
0 days 00:00:12.215000,25.761904761904763,-5301.0,-1028.0,210.0
0 days 00:00:12.319000,25.555555555555554,-5262.145193980538,-1012.2477597284916,210.13090216482627
0 days 00:00:12.435000,25.108024691358022,-5217.0,-996.0,210.0
0 days 00:00:12.679000,24.166666666666664,-5171.564996047944,-982.7398911058602,209.9334650827236
0 days 00:00:12.895000,23.666666666666668,-5143.0,-981.0,210.0
0 days 00:00:12.919000,23.61111111111111,-5138.193975855526,-980.6757473519572,210.00880392721902
0 days 00:00:13.075000,23.340559584248158,-5101.0,-979.0,210.0
0 days 00:00:13.880000,21.944444444444443,-4905.338000624103,-1032.7820257977344,206.02642684596788
0 days 00:00:13.895000,21.944444444444443,-4903.0,-1034.0,206.0
0 days 00:00:14.120000,21.944444444444443,-4876.226257967555,-1051.5654783101252,206.0366567648402
0 days 00:00:14.315000,21.944444444444443,-4851.0,-1074.0,205.0
0 days 00:00:14.395000,21.944444444444443,-4838.0,-1086.0,204.0
0 days 00:00:14.480000,21.944444444444443,-4832.052157403925,-1092.7449547803435,203.42601454279546
0 days 00:00:14.575000,21.944444444444443,-4828.0,-1100.0,203.0
0 days 00:00:14.760000,21.944444444444443,-4798.752112028184,-1141.513047834531,201.02578114850755
0 days 00:00:14.915000,21.944444444444443,-4773.0,-1179.0,199.0
0 days 00:00:15.040000,21.944444444444443,-4763.089814952817,-1196.6834725962776,197.57248529342695
0 days 00:00:15.195000,21.944444444444443,-4757.0,-1215.0,196.0
0 days 00:00:15.240000,21.944444444444443,-4754.712361277965,-1222.5377815994916,195.57003858579247
0 days 00:00:15.440000,21.944444444444443,-4742.595991998194,-1266.1701912528924,193.7461335902811
0 days 00:00:15.515000,22.00247605279288,-4739.0,-1283.0,193.0
0 days 00:00:15.695000,22.14175179398049,-4734.0,-1322.0,191.0
0 days 00:00:15.799000,22.22222222222222,-4733.388313909791,-1345.7891403127987,189.74724700568797
0 days 00:00:15.915000,22.35648148148148,-4734.0,-1372.0,188.0
0 days 00:00:16.039000,22.5,-4735.434664373215,-1397.8643106792097,185.3816777025951
0 days 00:00:16.095000,22.59722222222222,-4737.0,-1412.0,184.0
0 days 00:00:16.199000,22.77777777777778,-4742.0760999685535,-1445.4958054220228,181.16056176131838
0 days 00:00:16.355000,23.25925925925926,-4752.0,-1500.0,177.0
0 days 00:00:16.559000,23.88888888888889,-4761.768068052455,-1545.7311543181459,173.63740101628355
0 days 00:00:16.775000,24.746031746031747,-4769.0,-1582.0,171.0
0 days 00:00:16.839000,25.0,-4770.746527812429,-1594.573075585644,170.04763394411736
0 days 00:00:16.999000,25.27777777777778,-4774.297880085114,-1629.6394063972832,167.34977593362962
0 days 00:00:17.155000,26.180555555555554,-4776.0,-1668.0,165.0
0 days 00:00:17.235000,26.64351851851852,-4776.0,-1689.0,164.0
0 days 00:00:17.239000,26.666666666666664,-4775.972946912169,-1690.0569366002094,163.94877283602392
0 days 00:00:17.436000,26.940277688888887,-4771.0,-1742.0,161.0
0 days 00:00:17.439000,26.944444444444443,-4770.869853828768,-1742.7821940737408,160.94624882682862
0 days 00:00:17.636000,26.488426074074074,-4759.0,-1793.0,157.0
0 days 00:00:17.799000,26.11111111111111,-4745.021673071396,-1831.6101352310727,153.96738230149106
0 days 00:00:17.916000,25.948611200000002,-4732.0,-1858.0,152.0
0 days 00:00:17.999000,25.833333333333332,-4720.951494469292,-1876.2315671129302,150.70133390290079
0 days 00:00:18.116000,25.562500148148146,-4703.0,-1901.0,149.0
0 days 00:00:18.239000,25.27777777777778,-4681.4205635623175,-1925.4627047013464,147.3622302342982
0 days 00:00:18.439000,24.72222222222222,-4638.316076299749,-1960.427381952883,145.1508769544114
0 days 00:00:18.456000,24.692708444444445,-4634.0,-1963.0,145.0
0 days 00:00:18.599000,24.444444444444443,-4593.544242942982,-1982.0963400441842,143.96695486731235
0 days 00:00:18.835000,23.625,-4528.0,-2003.0,143.0
0 days 00:00:18.839000,23.61111111111111,-4527.163510023862,-2003.2304134755116,142.98875904475275
0 days 00:00:19.275000,23.06060606060606,-4459.0,-2005.0,142.0
0 days 00:00:19.279000,23.055555555555554,-4457.936644854006,-2004.8304369859175,141.9792564939014
0 days 00:00:19.455000,23.055555555555554,-4404.0,-1995.0,141.0
0 days 00:00:19.519000,23.055555555555554,-4387.7938382087295,-1991.0626436889138,140.89625189583293
0 days 00:00:19.719000,23.333333333333332,-4354.079016706806,-1977.8993207108088,141.6046712256217
0 days 00:00:19.855000,23.543209876543212,-4331.0,-1965.0,142.0
0 days 00:00:20.035000,23.820987654320987,-4294.0,-1942.0,142.0
0 days 00:00:20.079000,23.88888888888889,-4285.094329184327,-1935.897049628107,141.99175708504313
0 days 00:00:20.275000,24.43333333333333,-4248.0,-1906.0,142.0
0 days 00:00:20.279000,24.444444444444443,-4247.289174790929,-1905.3068724279415,141.99983875320163
0 days 00:00:20.315000,24.444444444444443,-4241.0,-1899.0,142.0
0 days 00:00:20.480000,24.444444444444443,-4216.030615804857,-1874.1224344452196,142.19371262411363
0 days 00:00:20.680000,25.27777777777778,-4182.388569247169,-1831.9725215377111,142.0724190696239
0 days 00:00:20.695000,25.33730184126984,-4179.0,-1827.0,142.0
0 days 00:00:20.855000,25.972222476190478,-4140.0,-1766.0,141.0
0 days 00:00:20.960000,26.38888888888889,-4124.565615803479,-1739.7783223222118,141.0155504358309
0 days 00:00:21.215000,27.274305777777776,-4111.0,-1707.0,142.0
0 days 00:00:21.280000,27.5,-4105.527113726596,-1693.7370055547105,141.72672972699814
0 days 00:00:21.415000,28.125000296296296,-4091.0,-1655.0,141.0
0 days 00:00:21.640000,29.166666666666664,-4063.0634348496537,-1554.4239642819095,141.91314782389634
0 days 00:00:21.675000,29.288194666666666,-4060.0,-1542.0,142.0
0 days 00:00:21.800000,29.72222222222222,-4053.663254208976,-1512.4749283457334,141.86232585249994
0 days 00:00:22.015000,30.84201422222222,-4051.0,-1481.0,141.0
0 days 00:00:22.120000,31.38888888888889,-4047.7805408764575,-1451.1415933499982,140.96454480157348
0 days 00:00:22.195000,31.911355269613153,-4046.0,-1424.0,141.0
0 days 00:00:22.439000,33.61111111111111,-4048.4605566437917,-1311.4143978572315,141.00598395230702
0 days 00:00:22.515000,33.82222222222222,-4050.0,-1283.0,141.0
0 days 00:00:22.639000,34.166666666666664,-4052.2617760918083,-1251.6126327297338,140.9973692739984
0 days 00:00:22.795000,35.25,-4057.0,-1219.0,141.0
0 days 00:00:22.879000,35.833333333333336,-4061.73141086131,-1193.6939478227594,141.00044983025776
0 days 00:00:23.039000,36.94444444444444,-4074.4979839617895,-1133.1570831904064,140.99982836178438
0 days 00:00:23.135000,37.477777777777774,-4083.0,-1098.0,141.0
0 days 00:00:23.239000,38.05555555555556,-4092.5808870509554,-1062.908559216479,141.00097871997932
0 days 00:00:23.355000,38.45833333333333,-4108.0,-1017.0,141.0
0 days 00:00:23.399000,38.61111111111111,-4116.458357752585,-994.5359736709231,140.99813002419518
0 days 00:00:23.535000,39.55555555555556,-4146.0,-921.0,141.0
0 days 00:00:23.599000,40.0,-4156.357914981366,-896.8659483206204,141.01690923850876
0 days 00:00:23.815000,41.125,-4182.0,-847.0,141.0
0 days 00:00:23.919000,41.666666666666664,-4200.019350216448,-814.4903182744832,140.7930448644627
0 days 00:00:24.079000,42.77777777777778,-4236.602451262589,-750.6353828657313,140.26238667288223
0 days 00:00:24.196000,43.26527751111111,-4269.0,-700.0,140.0
0 days 00:00:24.279000,43.61111111111111,-4294.733190748097,-662.8812996702178,139.91369916577634
0 days 00:00:24.559000,45.27777777777778,-4389.005976732752,-539.9048937490276,140.01380069365666
0 days 00:00:24.616000,45.475694222222224,-4405.0,-520.0,140.0
0 days 00:00:24.719000,45.833333333333336,-4430.030095315391,-489.5847552096502,139.91925884238393
0 days 00:00:24.996000,46.932539428571424,-4491.0,-420.0,140.0
0 days 00:00:24.999000,46.94444444444444,-4491.849024415561,-419.0410370642051,140.0117693311218
0 days 00:00:25.196000,47.79947888888889,-4554.0,-349.0,141.0
0 days 00:00:25.319000,48.33333333333333,-4591.210072411242,-307.4170432023993,141.02134255733864
0 days 00:00:25.355000,48.48333333333333,-4606.0,-291.0,141.0
0 days 00:00:25.519000,49.166666666666664,-4700.630480575476,-186.34535921949436,140.99556174861155
0 days 00:00:25.555000,49.266666666666666,-4719.0,-166.0,141.0
0 days 00:00:25.719000,49.72222222222222,-4771.312140490702,-107.65328184669484,141.00844921895282
0 days 00:00:25.959000,50.83333333333333,-4809.635123040207,-65.62441132018431,141.00048149504659
0 days 00:00:25.975000,50.9,-4814.0,-61.0,141.0
0 days 00:00:26.159000,51.666666666666664,-4878.19693566598,6.755198452559684,140.9988698317282
0 days 00:00:26.175000,51.71296296296296,-4884.0,13.0,141.0
0 days 00:00:26.375000,52.291666666666664,-4954.0,90.0,141.0
0 days 00:00:26.595000,52.92824074074073,-5033.0,175.0,141.0
0 days 00:00:26.639000,53.05555555555556,-5049.005334007721,192.10561347538402,141.1530168491365
0 days 00:00:26.795000,53.236111111111114,-5106.0,253.0,142.0
0 days 00:00:26.879000,53.33333333333333,-5136.715395052672,285.89600670686684,142.36409289519497
0 days 00:00:27.055000,53.79023892806425,-5201.0,355.0,143.0
0 days 00:00:27.200000,54.166666666666664,-5253.806876706355,412.09982904599656,143.68355349605176
0 days 00:00:27.255000,54.221230222222225,-5274.0,434.0,144.0
0 days 00:00:27.415000,54.379960380952376,-5333.0,498.0,145.0
0 days 00:00:27.480000,54.44444444444444,-5356.19321371806,522.9269241154049,145.25664493429375
0 days 00:00:27.635000,54.87500017777778,-5415.0,587.0,146.0
0 days 00:00:27.880000,55.55555555555556,-5532.396224200691,722.5025722171418,149.7884069540241
0 days 00:00:27.895000,55.576388977777775,-5538.0,729.0,150.0
0 days 00:00:28.080000,55.83333333333333,-5582.914898492364,780.7645492382709,151.90421216826573
0 days 00:00:28.195000,56.15277795555556,-5617.0,823.0,153.0
0 days 00:00:28.280000,56.388888888888886,-5655.451919856965,872.1629661762972,153.96934880370867
0 days 00:00:28.455000,56.56250006349206,-5748.0,993.0,156.0
0 days 00:00:28.560000,56.666666666666664,-5789.594410264292,1049.1539279495196,156.84074878653124
0 days 00:00:28.760000,56.94444444444444,-5840.72258254632,1123.1646596258618,157.6765405863866
0 days 00:00:28.895000,56.94444444444444,-5872.0,1171.0,158.0
0 days 00:00:29,56.94444444444444,-5897.353913547402,1210.6088465925568,158.1700164423039
0 days 00:00:29.279000,57.77777777777778,-5969.907907644725,1329.4693649350868,159.47516661067465
0 days 00:00:29.315000,57.84027777777777,-5980.0,1347.0,160.0
0 days 00:00:29.375000,57.94444444444444,-5997.0,1377.0,161.0
0 days 00:00:29.439000,58.05555555555556,-6014.038701631882,1407.4451625271597,161.70130626820833
0 days 00:00:29.639000,58.61111111111111,-6061.051765106915,1494.584908525891,161.20393908658946
0 days 00:00:29.775000,59.08333333333333,-6106.0,1585.0,161.0
0 days 00:00:29.959000,59.72222222222222,-6182.541911362691,1744.634112258097,161.93759473580593
0 days 00:00:29.975000,59.80555555555556,-6187.0,1754.0,162.0
0 days 00:00:30.275000,61.36805555555556,-6207.0,1799.0,162.0
0 days 00:00:30.279000,61.388888888888886,-6207.619590055432,1800.426653621401,161.9995507379518
0 days 00:00:30.439000,62.5,-6247.829258743116,1891.9116675824823,162.0453231577152
0 days 00:00:30.475000,62.62499999999999,-6257.0,1913.0,162.0
0 days 00:00:30.599000,63.05555555555556,-6283.008985388702,1974.2085000996892,161.5787563300743
0 days 00:00:30.696000,63.39236088888889,-6305.0,2029.0,161.0
0 days 00:00:30.919000,64.16666666666667,-6374.3360245885915,2209.715801917583,159.13080697535617
0 days 00:00:30.936000,64.16666666666667,-6379.0,2222.0,159.0
0 days 00:00:31.199000,64.16666666666667,-6427.649360914703,2351.5465611610975,157.52149761716387
0 days 00:00:31.336000,62.53571504761904,-6450.0,2413.0,157.0
0 days 00:00:31.479000,60.83333333333333,-6478.260921556248,2491.8772606109237,156.56015841600686
0 days 00:00:31.616000,58.81163288888889,-6506.0,2570.0,156.0
0 days 00:00:31.776000,56.45052177777778,-6536.0,2655.0,155.0
0 days 00:00:31.799000,56.11111111111111,-6540.783812988596,2668.509392878387,154.87240742285593
0 days 00:00:31.995000,52.416666666666664,-6585.0,2793.0,154.0
0 days 00:00:32.079000,50.83333333333333,-6601.584991708829,2839.8552184187556,153.61647867698434
0 days 00:00:32.319000,47.22222222222222,-6639.09623895841,2946.605762907045,152.45115624017828
0 days 00:00:32.435000,44.80555555555556,-6655.0,2992.0,152.0
0 days 00:00:32.559000,42.22222222222222,-6671.126371712146,3038.040975683106,151.63457713132775
0 days 00:00:32.759000,39.166666666666664,-6694.978768970842,3106.720874152271,151.24391029576867
0 days 00:00:32.875000,37.82407407407407,-6707.0,3143.0,151.0
0 days 00:00:32.999000,36.388888888888886,-6718.276163153529,3178.82604203596,150.70285485253987
0 days 00:00:33.159000,36.388888888888886,-6730.553327164518,3223.408280765887,150.16988606469732
0 days 00:00:33.195000,35.451388888888886,-6733.0,3234.0,150.0
0 days 00:00:33.319000,32.22222222222222,-6740.518096103519,3272.0993456325896,149.2860299627825
0 days 00:00:33.395000,31.619047619047617,-6744.0,3295.0,149.0
0 days 00:00:33.599000,30.0,-6748.039582107902,3350.7175303868316,149.10721343264348
0 days 00:00:33.635000,29.521829458206,-6748.0,3360.0,149.0
0 days 00:00:33.795000,27.396627050232656,-6745.0,3400.0,148.0
0 days 00:00:33.955000,25.27142464225932,-6737.0,3438.0,148.0
0 days 00:00:34.080000,23.61111111111111,-6729.604393166001,3463.2332008155877,147.60605496638033
0 days 00:00:34.195000,22.7326384,-6718.0,3489.0,147.0
0 days 00:00:34.415000,21.052082844444445,-6679.0,3552.0,146.0
0 days 00:00:34.480000,20.555555555555554,-6669.728609790858,3565.1153465549855,145.8980915112552
0 days 00:00:34.720000,19.166666666666668,-6650.4107662454635,3583.6370841849334,146.33485618008027
0 days 00:00:34.895000,18.437499733333336,-6633.0,3594.0,146.0
0 days 00:00:35.055000,17.770833066666665,-6609.0,3609.0,145.0
0 days 00:00:35.120000,17.5,-6598.411424204658,3613.9701778809203,144.90272444756144
0 days 00:00:35.215000,17.236110933333332,-6583.0,3620.0,145.0
0 days 00:00:35.395000,16.736110933333332,-6555.0,3630.0,145.0
0 days 00:00:35.520000,16.38888888888889,-6531.479050537503,3635.3503086391784,144.76299901284875
0 days 00:00:35.755000,16.025224354525154,-6482.0,3641.0,144.0
0 days 00:00:35.879000,15.833333333333332,-6458.056900890949,3641.165968717505,143.62875742062002
0 days 00:00:36.079000,16.38888888888889,-6423.682249799078,3637.9941597560564,143.13342850103749
0 days 00:00:36.175000,16.655555555555555,-6410.0,3636.0,143.0
0 days 00:00:36.479000,17.5,-6376.170006551241,3628.0582635858855,142.99214941108875
0 days 00:00:36.535000,17.62962962962963,-6369.0,3626.0,143.0
0 days 00:00:36.719000,18.055555555555554,-6338.632302292606,3616.3586299886506,142.9975712376225
0 days 00:00:36.735000,18.104938271604937,-6335.0,3615.0,143.0
0 days 00:00:36.955000,18.78395061728395,-6275.0,3590.0,143.0
0 days 00:00:37.079000,19.166666666666668,-6254.101535638556,3580.4323562618474,142.7316643995914
0 days 00:00:37.279000,20.27777777777778,-6236.586035295253,3570.4259895691985,142.08267587630294
0 days 00:00:37.336000,20.67361066666667,-6229.0,3566.0,142.0
0 days 00:00:37.496000,21.784721777777776,-6199.0,3548.0,142.0
0 days 00:00:37.639000,22.77777777777778,-6158.725039173891,3520.55057755379,142.01838982203316
0 days 00:00:37.816000,23.733795950617285,-6111.0,3486.0,142.0
0 days 00:00:37.999000,24.72222222222222,-6091.785316410633,3470.512047328089,141.9437562468493
0 days 00:00:38.116000,25.737846666666666,-6080.0,3460.0,142.0
0 days 00:00:38.159000,26.11111111111111,-6073.570808720546,3454.4085314896965,142.05443087476172
0 days 00:00:38.436000,27.510100686868686,-6015.0,3403.0,142.0
0 days 00:00:38.575000,28.21212121212121,-5987.0,3376.0,141.0
0 days 00:00:38.599000,28.333333333333332,-5982.08083329942,3371.174977624002,140.9829823426676
0 days 00:00:38.775000,29.31111111111111,-5945.0,3334.0,142.0
0 days 00:00:38.799000,29.444444444444443,-5939.999844163458,3328.749965786713,142.05486475545294
0 days 00:00:38.955000,30.256944444444443,-5908.0,3294.0,142.0
0 days 00:00:39.119000,31.11111111111111,-5874.494174476364,3257.3336015061304,142.91378750885002
0 days 00:00:39.155000,31.325396825396826,-5867.0,3249.0,143.0
0 days 00:00:39.399000,32.77777777777778,-5815.149223023058,3189.017022244091,141.88890101543663
0 days 00:00:39.455000,33.08024691358025,-5804.0,3175.0,142.0
0 days 00:00:39.575000,33.72839506172839,-5780.0,3143.0,143.0
0 days 00:00:39.759000,34.72222222222222,-5724.107598954021,3066.673745983815,143.88776480348858
0 days 00:00:39.875000,35.41269841269841,-5693.0,3024.0,144.0
0 days 00:00:40.039000,36.388888888888886,-5671.09452233057,2993.78520919694,143.73647706360362
0 days 00:00:40.235000,37.3392908139184,-5644.0,2950.0,144.0
0 days 00:00:40.435000,38.30908869660158,-5581.0,2845.0,146.0
0 days 00:00:40.440000,38.333333333333336,-5579.702622648773,2842.8271490993216,146.0382721231029
0 days 00:00:40.640000,39.44444444444444,-5550.162861676855,2792.840953642117,146.579169460994
0 days 00:00:40.800000,40.0,-5532.453724916029,2759.677957627613,146.91833482677376
0 days 00:00:40.815000,40.08333368888889,-5530.0,2755.0,147.0
0 days 00:00:41,41.11111111111111,-5488.864493557637,2675.7740476255703,148.69108987745423
0 days 00:00:41.135000,42.04861155555555,-5458.0,2615.0,150.0
0 days 00:00:41.280000,43.05555555555556,-5432.79781455996,2563.3102952510076,150.94218895175953
0 days 00:00:41.515000,44.68750044444444,-5398.0,2488.0,152.0
0 days 00:00:41.560000,45.0,-5389.934809180798,2470.549154661393,152.24494633113048
0 days 00:00:41.695000,45.56250026666667,-5364.0,2414.0,153.0
0 days 00:00:41.915000,46.47916693333334,-5323.0,2321.0,154.0
0 days 00:00:41.960000,46.666666666666664,-5314.6439956378845,2302.013932906504,154.25512047733335
0 days 00:00:42.075000,47.110339753086414,-5293.0,2253.0,155.0
0 days 00:00:42.235000,47.727623703703706,-5262.0,2183.0,156.0
0 days 00:00:42.320000,48.05555555555556,-5246.70966494892,2148.8701695722866,156.2179777802507
0 days 00:00:42.555000,49.68750044444444,-5198.0,2041.0,156.0
0 days 00:00:42.560000,49.72222222222222,-5196.543982015633,2037.7558369389326,155.99695876911082
0 days 00:00:42.719000,50.27777777777778,-5142.988401729519,1918.1892130311132,155.98403383205064
0 days 00:00:42.775000,50.60185185185185,-5128.0,1885.0,156.0
0 days 00:00:42.959000,51.666666666666664,-5105.313973656246,1836.7898654174599,156.06497067541895
0 days 00:00:43.035000,52.08888888888889,-5097.0,1819.0,156.0
0 days 00:00:43.159000,52.77777777777778,-5076.493007214962,1773.4747200260379,155.70440514473302
0 days 00:00:43.295000,53.53333333333333,-5039.0,1695.0,155.0
0 days 00:00:43.359000,53.888888888888886,-5013.91305052112,1645.7588792628699,154.4875456421061
0 days 00:00:43.515000,54.70138888888889,-4949.0,1522.0,153.0
0 days 00:00:43.679000,55.55555555555556,-4917.53375793361,1463.050593017248,151.71995750906387
0 days 00:00:43.876000,56.06857622222222,-4887.0,1417.0,150.0
0 days 00:00:43.999000,56.388888888888886,-4841.687005541938,1350.6716500498278,148.4170546009982
0 days 00:00:44.159000,58.05555555555556,-4770.183793426643,1248.113004004925,146.32335335737176
0 days 00:00:44.196000,58.05555555555556,-4757.0,1230.0,146.0
